At index: 1 Name: Sneasler, Ability Category: 2, Ability Name: Unburden 
At index: 5250 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One (Spectrier) 
At index: 5251 Name: Zamazenta-Crowned, Ability Category: 2, Ability Name: Dauntless Shield 
At index: 5252 Name: Chien-Pao, Ability Category: 2, Ability Name: Sword of Ruin 
At index: 5255 Name: Raging Bolt, Ability Category: 2, Ability Name: Protosynthesis 
At index: 5256 Name: Calyrex-Ice, Ability Category: 2, Ability Name: As One 
At index: 5259 Name: Iron Hands, Ability Category: 2, Ability Name: Quark Drive 
At index: 5262 Name: Zacian-Crowned, Ability Category: 2, Ability Name: Intrepid Sword 
At index: 5266 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 5268 Name: Zamazenta-Crowned, Ability Category: 2, Ability Name: Dauntless Shield 
At index: 5269 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One (Spectrier) 
At index: 5271 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 5272 Name: Rillaboom, Ability Category: 2, Ability Name: Overgrow 
At index: 5274 Name: Zamazenta-Crowned, Ability Category: 2, Ability Name: Dauntless Shield 
At index: 5275 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One (Spectrier) 
At index: 5277 Name: Rillaboom, Ability Category: 2, Ability Name: Overgrow 
At index: 5278 Name: Chien-Pao, Ability Category: 2, Ability Name: Sword of Ruin 
At index: 5280 Name: Brute Bonnet, Ability Category: 2, Ability Name: Protosynthesis 
At index: 5282 Name: Ursaluna, Ability Category: 2, Ability Name: Guts 
At index: 5284 Name: Raging Bolt, Ability Category: 2, Ability Name: Protosynthesis 
At index: 5285 Name: Chi-Yu, Ability Category: 2, Ability Name: Beads of Ruin 
At index: 5286 Name: Calyrex-Ice, Ability Category: 2, Ability Name: As One 
At index: 5291 Name: Iron Hands, Ability Category: 2, Ability Name: Quark Drive 
At index: 5292 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One (Spectrier) 
At index: 5294 Name: Chi-Yu, Ability Category: 2, Ability Name: Beads of Ruin 
At index: 5295 Name: Sneasler, Ability Category: 2, Ability Name: Unburden 
At index: 5299 Name: Zamazenta-Crowned, Ability Category: 2, Ability Name: Dauntless Shield 
At index: 5300 Name: Iron Hands, Ability Category: 2, Ability Name: Quark Drive 
At index: 5304 Name: Calyrex-Ice, Ability Category: 2, Ability Name: As One 
At index: 5306 Name: Smeargle, Ability Category: 2, Ability Name: Technician 
At index: 5308 Name: Iron Hands, Ability Category: 2, Ability Name: Quark Drive 
At index: 5310 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: asone 
At index: 5313 Name: Brute Bonnet, Ability Category: 2, Ability Name: Protosynthesis 
At index: 5315 Name: Chi-Yu, Ability Category: 2, Ability Name: Beads of Ruin 
At index: 5318 Name: Walking Wake, Ability Category: 2, Ability Name: Protosynthesis 
At index: 5320 Name: Sandy Shocks, Ability Category: 2, Ability Name: Protosynthesis 
At index: 5321 Name: Cobalion, Ability Category: 2, Ability Name: Justified 
At index: 5325 Name: Iron Hands, Ability Category: 2, Ability Name: Quark Drive 
At index: 5326 Name: Iron Valiant, Ability Category: 2, Ability Name: Quark Drive 
At index: 5327 Name: Ursaluna, Ability Category: 2, Ability Name: Guts 
At index: 5329 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One (Spectrier) 
At index: 5332 Name: Landorus, Ability Category: 2, Ability Name: Sheer Force 
At index: 5338 Name: Flutter Mane, Ability Category: 2, Ability Name: Protosynthesis 
At index: 5339 Name: Roaring Moon, Ability Category: 2, Ability Name: Protosynthesis 
At index: 5341 Name: Calyrex-Ice, Ability Category: 2, Ability Name: As One 
At index: 5342 Name: Lilligant-Hisui, Ability Category: 2, Ability Name: Chlorophyll 
At index: 5343 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 5344 Name: Iron Hands, Ability Category: 2, Ability Name: Quark Drive 
At index: 5345 Name: Flutter Mane, Ability Category: 2, Ability Name: Protosynthesis 
At index: 5348 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 5350 Name: Walking Wake, Ability Category: 2, Ability Name: Protosynthesis 
At index: 5351 Name: Swampert, Ability Category: 2, Ability Name: Torrent 
At index: 5352 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One (Spectrier) 
At index: 5353 Name: Zamazenta-Crowned, Ability Category: 2, Ability Name: Dauntless Shield 
At index: 5357 Name: Chien-Pao, Ability Category: 2, Ability Name: Sword of Ruin 
At index: 5358 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One (Spectrier) 
At index: 5359 Name: Zamazenta-Crowned, Ability Category: 2, Ability Name: Dauntless Shield 
At index: 5363 Name: Chien-Pao, Ability Category: 2, Ability Name: Sword of Ruin 
At index: 5364 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One (Spectrier) 
At index: 5366 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 5372 Name: Flutter Mane, Ability Category: 2, Ability Name: Protosynthesis 
At index: 5373 Name: Chi-Yu, Ability Category: 2, Ability Name: Beads of Ruin 
At index: 5374 Name: Brute Bonnet, Ability Category: 2, Ability Name: Protosynthesis 
At index: 5378 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 5379 Name: Raging Bolt, Ability Category: 2, Ability Name: Protosynthesis 
At index: 5380 Name: Flutter Mane, Ability Category: 2, Ability Name: Protosynthesis 
At index: 5381 Name: Iron Treads, Ability Category: 2, Ability Name: Quark Drive 
At index: 5383 Name: Calyrex-Ice, Ability Category: 2, Ability Name: As One 
At index: 5385 Name: Iron Hands, Ability Category: 2, Ability Name: Quark Drive 
At index: 5386 Name: Iron Valiant, Ability Category: 2, Ability Name: Quark Drive 
At index: 5389 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One (Spectrier) 
At index: 5390 Name: Sneasler, Ability Category: 2, Ability Name: Unburden 
At index: 5394 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One (Spectrier) 
At index: 5396 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 5398 Name: Roaring Moon, Ability Category: 2, Ability Name: Protosynthesis 
At index: 5400 Name: Zacian-Crowned, Ability Category: 2, Ability Name: Intrepid Sword 
At index: 5403 Name: Roaring Moon, Ability Category: 2, Ability Name: Protosynthesis 
At index: 5405 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 5406 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One (Spectrier) 
At index: 5409 Name: Chien-Pao, Ability Category: 2, Ability Name: Sword of Ruin 
At index: 5410 Name: Zamazenta-Crowned, Ability Category: 2, Ability Name: Dauntless Shield 
At index: 5412 Name: Calyrex-Ice, Ability Category: 2, Ability Name: As One 
At index: 5414 Name: Iron Hands, Ability Category: 2, Ability Name: Quark Drive 
At index: 5419 Name: Zacian-Crowned, Ability Category: 2, Ability Name: Intrepid Sword 
At index: 5422 Name: Iron Hands, Ability Category: 2, Ability Name: Quark Drive 
At index: 5426 Name: Raging Bolt, Ability Category: 2, Ability Name: Protosynthesis 
At index: 5431 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One (Spectrier) 
At index: 5435 Name: Iron Hands, Ability Category: 2, Ability Name: Quark Drive 
At index: 5439 Name: Great Tusk, Ability Category: 2, Ability Name: Protosynthesis 
At index: 5440 Name: Flutter Mane, Ability Category: 2, Ability Name: Protosynthesis 
At index: 5441 Name: Chi-Yu, Ability Category: 2, Ability Name: Beads of Ruin 
At index: 5442 Name: Iron Jugulis, Ability Category: 2, Ability Name: Quark Drive 
At index: 5444 Name: Ursaluna, Ability Category: 2, Ability Name: Guts 
At index: 5446 Name: Iron Moth, Ability Category: 2, Ability Name: Quark Drive 
At index: 5450 Name: Flutter Mane, Ability Category: 2, Ability Name: Protosynthesis 
At index: 5451 Name: Raging Bolt, Ability Category: 2, Ability Name: Protosynthesis 
At index: 5452 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 5454 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One (Spectrier) 
At index: 5458 Name: Walking Wake, Ability Category: 2, Ability Name: Protosynthesis 
At index: 5459 Name: Chien-Pao, Ability Category: 2, Ability Name: Sword of Ruin 
At index: 5460 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One (Spectrier) 
At index: 5462 Name: Chi-Yu, Ability Category: 2, Ability Name: Beads of Ruin 
At index: 5463 Name: Flutter Mane, Ability Category: 2, Ability Name: Protosynthesis 
At index: 5464 Name: Raging Bolt, Ability Category: 2, Ability Name: Protosynthesis 
At index: 5467 Name: Zamazenta-Crowned, Ability Category: 2, Ability Name: Dauntless Shield 
At index: 5472 Name: Zamazenta-Crowned, Ability Category: 2, Ability Name: Dauntless Shield 
At index: 5473 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One (Spectrier) 
At index: 5477 Name: Chien-Pao, Ability Category: 2, Ability Name: Sword of Ruin 
At index: 5478 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One (Spectrier) 
At index: 5479 Name: Zamazenta-Crowned, Ability Category: 2, Ability Name: Dauntless Shield 
At index: 5480 Name: Smeargle, Ability Category: 2, Ability Name: Moody 
At index: 5481 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 5485 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 5487 Name: Flutter Mane, Ability Category: 2, Ability Name: Protosynthesis 
At index: 5488 Name: Raging Bolt, Ability Category: 2, Ability Name: Protosynthesis 
At index: 5492 Name: Chi-Yu, Ability Category: 2, Ability Name: Beads of Ruin 
At index: 5493 Name: Ursaluna, Ability Category: 2, Ability Name: Guts 
At index: 5494 Name: Brute Bonnet, Ability Category: 2, Ability Name: Protosynthesis 
At index: 5495 Name: Flutter Mane, Ability Category: 2, Ability Name: Protosynthesis 
At index: 5497 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 5500 Name: Flutter Mane, Ability Category: 2, Ability Name: Protosynthesis 
At index: 5501 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One (Spectrier) 
At index: 5503 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One (Spectrier) 
At index: 5505 Name: Chi-Yu, Ability Category: 2, Ability Name: Beads of Ruin 
At index: 5507 Name: Brute Bonnet, Ability Category: 2, Ability Name: Protosynthesis 
At index: 5509 Name: Calyrex-Ice, Ability Category: 2, Ability Name: As One 
At index: 5510 Name: Iron Hands, Ability Category: 2, Ability Name: Quark Drive 
At index: 5513 Name: Iron Valiant, Ability Category: 2, Ability Name: Quark Drive 
At index: 5514 Name: Calyrex-Ice, Ability Category: 2, Ability Name: As One 
At index: 5517 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 5519 Name: Landorus, Ability Category: 2, Ability Name: Sheer Force 
At index: 5522 Name: Chi-Yu, Ability Category: 2, Ability Name: Beads of Ruin 
At index: 5523 Name: Flutter Mane, Ability Category: 2, Ability Name: Protosynthesis 
At index: 5524 Name: Brute Bonnet, Ability Category: 2, Ability Name: Protosynthesis 
At index: 5532 Name: Zamazenta-Crowned, Ability Category: 2, Ability Name: Dauntless Shield 
At index: 5533 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One (Spectrier) 
At index: 5537 Name: Chien-Pao, Ability Category: 2, Ability Name: Sword of Ruin 
At index: 5538 Name: Zamazenta-Crowned, Ability Category: 2, Ability Name: Dauntless Shield 
At index: 5539 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One (Spectrier) 
At index: 5543 Name: Chien-Pao, Ability Category: 2, Ability Name: Sword of Ruin 
At index: 5544 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One (Spectrier) 
At index: 5545 Name: Zamazenta-Crowned, Ability Category: 2, Ability Name: Dauntless Shield 
At index: 5546 Name: Chien-Pao, Ability Category: 2, Ability Name: Sword of Ruin 
At index: 5549 Name: Raging Bolt, Ability Category: 2, Ability Name: Protosynthesis 
At index: 5550 Name: Zamazenta-Crowned, Ability Category: 2, Ability Name: Dauntless Shield 
At index: 5551 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One (Spectrier) 
At index: 5555 Name: Chien-Pao, Ability Category: 2, Ability Name: Sword of Ruin 
At index: 5556 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One (Spectrier) 
At index: 5557 Name: Zamazenta-Crowned, Ability Category: 2, Ability Name: Dauntless Shield 
At index: 5558 Name: Smeargle, Ability Category: 2, Ability Name: Moody 
At index: 5559 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 5563 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 5565 Name: Flutter Mane, Ability Category: 2, Ability Name: Protosynthesis 
At index: 5566 Name: Raging Bolt, Ability Category: 2, Ability Name: Protosynthesis 
At index: 5570 Name: Chi-Yu, Ability Category: 2, Ability Name: Beads of Ruin 
At index: 5571 Name: Ursaluna, Ability Category: 2, Ability Name: Guts 
At index: 5572 Name: Brute Bonnet, Ability Category: 2, Ability Name: Protosynthesis 
At index: 5573 Name: Flutter Mane, Ability Category: 2, Ability Name: Protosynthesis 
At index: 5575 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 5578 Name: Flutter Mane, Ability Category: 2, Ability Name: Protosynthesis 
At index: 5579 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One (Spectrier) 
At index: 5581 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One (Spectrier) 
At index: 5583 Name: Chi-Yu, Ability Category: 2, Ability Name: Beads of Ruin 
At index: 5585 Name: Brute Bonnet, Ability Category: 2, Ability Name: Protosynthesis 
At index: 5587 Name: Calyrex-Ice, Ability Category: 2, Ability Name: As One 
At index: 5588 Name: Iron Hands, Ability Category: 2, Ability Name: Quark Drive 
At index: 5591 Name: Iron Valiant, Ability Category: 2, Ability Name: Quark Drive 
At index: 5592 Name: Calyrex-Ice, Ability Category: 2, Ability Name: As One 
At index: 5595 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 5597 Name: Landorus, Ability Category: 2, Ability Name: Sheer Force 
At index: 5600 Name: Chi-Yu, Ability Category: 2, Ability Name: Beads of Ruin 
At index: 5601 Name: Flutter Mane, Ability Category: 2, Ability Name: Protosynthesis 
At index: 5602 Name: Brute Bonnet, Ability Category: 2, Ability Name: Protosynthesis 
At index: 5611 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One (Spectrier) 
At index: 5612 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 5615 Name: Roaring Moon, Ability Category: 2, Ability Name: Protosynthesis 
At index: 5616 Name: Zamazenta-Crowned, Ability Category: 2, Ability Name: Dauntless Shield 
At index: 5617 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One (Spectrier) 
At index: 5621 Name: Chien-Pao, Ability Category: 2, Ability Name: Sword of Ruin 
At index: 5622 Name: Zamazenta-Crowned, Ability Category: 2, Ability Name: Dauntless Shield 
At index: 5623 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One (Spectrier) 
At index: 5627 Name: Chien-Pao, Ability Category: 2, Ability Name: Sword of Ruin 
At index: 5628 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One (Spectrier) 
At index: 5629 Name: Zamazenta-Crowned, Ability Category: 2, Ability Name: Dauntless Shield 
At index: 5630 Name: Chien-Pao, Ability Category: 2, Ability Name: Sword of Ruin 
At index: 5633 Name: Raging Bolt, Ability Category: 2, Ability Name: Protosynthesis 
At index: 5635 Name: Calyrex-Ice, Ability Category: 2, Ability Name: As One 
At index: 5636 Name: Iron Valiant, Ability Category: 2, Ability Name: Quark Drive 
At index: 5642 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 5643 Name: Flutter Mane, Ability Category: 2, Ability Name: Protosynthesis 
At index: 5644 Name: Raging Bolt, Ability Category: 2, Ability Name: Protosynthesis 
At index: 5645 Name: Iron Treads, Ability Category: 2, Ability Name: Quark Drive 
At index: 5646 Name: Braixen, Ability Category: 2, Ability Name: Blaze 
At index: 5648 Name: Calyrex-Ice, Ability Category: 2, Ability Name: As One 
At index: 5650 Name: Landorus-Therian, Ability Category: 2, Ability Name: Intimidate 
At index: 5652 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One (Spectrier) 
At index: 5653 Name: Zamazenta-Crowned, Ability Category: 2, Ability Name: Dauntless Shield 
At index: 5657 Name: Chien-Pao, Ability Category: 2, Ability Name: Sword of Ruin 
At index: 5658 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One (Spectrier) 
At index: 5659 Name: Zamazenta-Crowned, Ability Category: 2, Ability Name: Dauntless Shield 
At index: 5660 Name: Chien-Pao, Ability Category: 2, Ability Name: Sword of Ruin 
At index: 5662 Name: Raging Bolt, Ability Category: 2, Ability Name: Protosynthesis 
At index: 5663 Name: Incineroar, Ability Category: 2, Ability Name: Intimidate 
At index: 5664 Name: Calyrex-Shadow, Ability Category: 2, Ability Name: As One (Spectrier) 
At index: 5666 Name: Iron Hands, Ability Category: 2, Ability Name: Quark Drive 
